country|packed
Afghanistan|fortunejack.com~07-29~2,1,0,0,0,0,0,0,0 fortunejack.com~07-27~2,0,0,0,0,0,0,0,0 fortunejack.com~08-03~3,0,0,0,0,0,0,0,0 $direct~06-04~2,0,0,0,0,0,0,0,0 $direct~07-15~2,0,0,0,0,0,0,0,0 fortunejack.com~07-28~2,1,0,0,0,0,0,0,0 fortunejack.com~08-17~2,1,0,0,0,0,0,0,0 www.google.com~05-02~3,0,0,0,0,0,0,0,0 www.google.com~05-22~3,0,0,0,0,0,0,0,0 $direct~06-24~2,0,0,0,0,0,0,0,0 fortunejack.com~07-30~2,0,0,0,0,0,0,0,0
Albania|fortunejack.com~06-11~4,1,0,0,0,0,0,0,0 fortunejack.com~07-09~3,1,0,0,0,0,0,0,0 $direct~07-13~4,0,0,0,0,0,0,0,0 fortunejack.com~07-29~17,4,0,0,0,0,0,0,0 fortunejack.com~08-09~17,5,0,0,0,0,0,0,0 fortunejack.com~07-24~5,3,1,0,0,0,0,0,0 $direct~06-24~5,0,0,0,0,0,0,0,0 $direct~06-21~4,1,0,0,0,0,0,0,0 fortunejack.com~07-05~4,0,0,0,0,0,0,0,0 $direct~08-18~6,0,0,0,0,0,0,0,0 www.google.com~05-11~2,0,0,0,0,0,0,0,0 fortunejack.com~08-31~5,0,0,0,0,0,0,0,0 $direct~08-12~4,0,0,0,0,0,0,0,0 $direct~06-15~3,2,0,0,0,0,0,0,0 $direct~07-26~3,0,0,0,0,0,0,0,0 fortunejack.com~07-01~5,0,0,0,0,0,0,0,0 fortunejack.com~06-19~3,1,1,1,1,0,0,1,1 $direct~08-22~4,0,0,0,0,0,0,0,0 $direct~06-26~3,0,0,0,0,0,0,0,0 fortunejack.com~06-21~4,2,1,1,0,1,0,0,0 fortunejack.com~07-23~4,1,1,1,1,0,0,0,0 $direct~05-09~2,1,0,0,0,0,0,0,0 fortunejack.com~08-06~6,2,1,0,0,0,0,0,0 fortunejack.com~07-26~10,2,0,0,0,0,0,0,0 $direct~07-23~4,0,0,0,0,0,0,0,0 fortunejack.com~08-01~4,0,0,0,0,0,0,0,0 fortunejack.com~07-11~3,1,0,0,0,0,0,0,0 fortunejack.com~08-12~9,0,0,0,0,0,0,0,0 www.google.com~08-16~2,0,0,0,0,0,0,0,0 fortunejack.com~08-23~6,1,0,0,0,0,0,0,0 fortunejack.com~07-03~8,6,5,2,2,0,0,0,0 fortunejack.com~06-23~6,1,0,0,0,0,0,0,0 www.google.com~06-16~2,0,0,0,0,0,0,0,0 fortunejack.com~05-19~2,0,0,0,0,0,0,0,0 $direct~08-25~4,0,0,0,0,0,0,0,0 $direct~06-13~2,1,0,0,0,0,0,0,0 www.google.com~08-06~2,0,0,0,0,0,0,0,0 www.google.com~09-02~2,0,0,0,0,0,0,0,0 $direct~08-10~4,0,0,0,0,0,0,0,0 $direct~08-05~4,1,0,0,0,0,0,0,0 $direct~08-23~5,0,0,0,0,0,0,0,0 $direct~05-24~2,2,1,1,1,1,1,0,0 fortunejack.com~08-18~7,0,0,0,0,0,0,0,0 fortunejack.com~07-22~5,1,1,1,1,0,0,0,0 $direct~07-03~3,0,0,0,0,0,0,0,0 fortunejack.com~07-19~10,2,2,1,1,0,0,0,0 fortunejack.com~06-01~2,1,0,0,0,0,0,0,0 fortunejack.com~06-07~2,0,0,0,0,0,0,0,0 $direct~06-23~3,0,0,0,0,0,0,0,0 fortunejack.com~05-14~3,1,1,0,0,0,0,0,0 $direct~08-28~4,0,0,0,0,0,0,0,0 $direct~07-31~4,0,0,0,0,0,0,0,0 $direct~06-29~4,1,0,0,0,0,0,0,0 fortunejack.com~07-25~8,3,2,1,1,0,0,0,0 www.google.com~06-08~3,0,0,0,0,0,0,0,0 fortunejack.com~05-05~2,0,0,0,0,0,0,0,0 $direct~07-22~3,0,0,0,0,0,0,0,0 fortunejack.com~08-03~4,0,0,0,0,0,0,0,0 $direct~07-21~6,1,0,0,0,0,0,0,0 www.google.com~06-19~2,1,0,0,0,0,0,0,0 www.google.com~07-01~2,0,0,0,0,0,0,0,0 $direct~06-16~2,0,0,0,0,0,0,0,0 $direct~08-13~4,0,0,0,0,0,0,0,0 fortunejack.com~08-22~10,1,1,1,0,0,0,0,0 fortunejack.com~06-24~4,1,1,1,0,0,0,0,0 www.google.com~08-10~2,0,0,0,0,0,0,0,0 fortunejack.com~08-25~7,0,0,0,0,0,0,0,0 $direct~05-19~2,2,0,0,0,0,0,0,0 $direct~07-10~5,1,0,0,0,0,0,0,0 $direct~06-14~2,0,0,0,0,0,0,0,0 $direct~05-05~2,1,0,0,0,0,0,0,0 $direct~08-07~4,1,0,0,0,0,0,0,0 $direct~08-02~4,0,0,0,0,0,0,0,0 fortunejack.com~08-10~12,5,3,2,2,0,0,2,2 www.google.com~06-06~2,0,0,0,0,0,0,0,0 $direct~08-04~3,0,0,0,0,0,0,0,0 fortunejack.com~06-25~6,1,1,0,0,0,0,0,0 fortunejack.com~07-21~7,1,1,1,1,0,0,0,0 www.google.com~07-03~2,0,0,0,0,0,0,0,0 $direct~08-31~4,0,0,0,0,0,0,0,0 $direct~08-09~15,0,0,0,0,0,0,0,0 fortunejack.com~05-12~2,0,0,0,0,0,0,0,0 www.google.com~05-27~4,0,0,0,0,0,0,0,0 fortunejack.com~08-07~5,0,0,0,0,0,0,0,0 fortunejack.com~07-27~8,1,1,1,1,0,0,0,0 www.google.com~08-13~2,0,0,0,0,0,0,0,0 fortunejack.com~08-26~8,1,0,0,0,0,0,0,0 $direct~08-26~4,0,0,0,0,0,0,0,0 fortunejack.com~06-13~2,0,0,0,0,0,0,0,0 fortunejack.com~05-13~2,0,0,0,0,0,0,0,0 $direct~06-18~3,0,0,0,0,0,0,0,0 $direct~08-01~4,1,0,0,0,0,0,0,0 www.google.com~05-08~2,0,0,0,0,0,0,0,0 $direct~07-05~3,0,0,0,0,0,0,0,0 $direct~06-09~2,1,0,0,0,0,0,0,0 $direct~07-11~6,2,1,1,1,0,0,0,0 fortunejack.com~05-30~2,1,0,0,0,0,0,0,0 fortunejack.com~07-28~7,2,2,0,0,0,0,0,0 www.google.com~06-05~2,0,0,0,0,0,0,0,0 fortunejack.com~06-30~2,0,0,0,0,0,0,0,0 www.google.com~07-06~2,0,0,0,0,0,0,0,0 fortunejack.com~07-31~7,3,3,1,1,0,0,0,0 www.google.com~07-04~2,0,0,0,0,0,0,0,0 fortunejack.com~06-29~4,2,2,2,0,1,0,0,0 $direct~08-06~2,0,0,0,0,0,0,0,0 fortunejack.com~08-19~10,0,0,0,0,0,0,0,0 $direct~05-25~2,1,0,0,0,0,0,0,0 fortunejack.com~09-01~7,0,0,0,0,0,0,0,0 $direct~07-07~4,1,0,0,0,0,0,0,0 fortunejack.com~06-20~2,0,0,0,0,0,0,0,0 www.google.com~06-15~2,0,0,0,0,0,0,0,0 $direct~08-16~4,0,0,0,0,0,0,0,0 $direct~06-10~4,1,0,0,0,0,0,0,0 $direct~07-08~4,1,1,0,0,0,0,0,0 $direct~06-25~3,0,0,0,0,0,0,0,0 $direct~05-20~4,2,0,0,0,0,0,0,0 fortunejack.com~06-22~4,0,0,0,0,0,0,0,0 www.google.com~06-17~2,0,0,0,0,0,0,0,0 $direct~07-14~5,2,0,0,0,0,0,0,0 $direct~07-16~4,0,0,0,0,0,0,0,0 $direct~07-27~3,0,0,0,0,0,0,0,0 $direct~06-27~3,0,0,0,0,0,0,0,0 $direct~06-05~4,4,1,1,1,0,0,1,1 fortunejack.com~06-10~3,1,0,0,0,0,0,0,0 fortunejack.com~07-08~2,0,0,0,0,0,0,0,0 www.google.com~06-25~2,0,0,0,0,0,0,0,0 $direct~08-14~5,1,1,0,0,0,0,0,0 fortunejack.com~06-17~3,1,0,0,0,0,0,0,0 www.google.com~08-26~2,0,0,0,0,0,0,0,0 fortunejack.com~08-13~8,2,0,0,0,0,0,0,0 fortunejack.com~05-23~2,1,1,1,0,0,0,0,0 fortunejack.com~08-21~10,0,0,0,0,0,0,0,0 fortunejack.com~07-06~4,0,0,0,0,0,0,0,0 $direct~08-17~5,0,0,0,0,0,0,0,0 $direct~07-30~3,0,0,0,0,0,0,0,0 $direct~06-28~2,0,0,0,0,0,0,0,0 $direct~08-20~4,0,0,0,0,0,0,0,0 $direct~07-24~4,1,0,0,0,0,0,0,0 fortunejack.com~05-27~2,0,0,0,0,0,0,0,0 www.google.com~05-12~3,1,0,0,0,0,0,0,0 www.google.com~08-12~2,0,0,0,0,0,0,0,0 fortunejack.com~08-27~6,0,0,0,0,0,0,0,0 fortunejack.com~09-02~8,1,0,0,0,0,0,0,0 $direct~08-29~4,0,0,0,0,0,0,0,0 fortunejack.com~06-15~3,1,0,0,0,0,0,0,0 fortunejack.com~07-30~10,1,1,1,1,0,0,0,0 fortunejack.com~06-28~3,0,0,0,0,0,0,0,0 fortunejack.com~06-27~4,1,0,0,0,0,0,0,0 www.google.com~06-12~2,0,0,0,0,0,0,0,0 $direct~07-25~4,0,0,0,0,0,0,0,0 fortunejack.com~07-12~4,0,0,0,0,0,0,0,0 www.google.com~05-24~2,0,0,0,0,0,0,0,0 $direct~07-28~3,0,0,0,0,0,0,0,0 $direct~06-30~3,0,0,0,0,0,0,0,0 fortunejack.com~06-03~2,1,0,0,0,0,0,0,0 www.google.com~05-17~2,1,0,0,0,0,0,0,0 $direct~07-01~3,0,0,0,0,0,0,0,0 $direct~06-19~3,0,0,0,0,0,0,0,0 fortunejack.com~08-02~3,1,0,0,0,0,0,0,0 fortunejack.com~08-24~6,0,0,0,0,0,0,0,0 $direct~06-12~2,1,0,0,0,0,0,0,0 fortunejack.com~08-16~7,1,0,0,0,0,0,0,0 www.google.com~05-25~2,0,0,0,0,0,0,0,0 fortunejack.com~08-11~7,0,0,0,0,0,0,0,0 $direct~08-11~4,0,0,0,0,0,0,0,0 fortunejack.com~07-02~2,1,0,0,0,0,0,0,0 www.google.com~05-15~2,0,0,0,0,0,0,0,0 $direct~06-04~2,1,1,1,0,0,0,1,0 fortunejack.com~06-04~2,0,0,0,0,0,0,0,0 fortunejack.com~07-13~6,1,1,0,0,0,0,0,0 $direct~07-12~4,1,0,0,0,0,0,0,0 fortunejack.com~06-14~3,0,0,0,0,0,0,0,0 $direct~07-15~7,0,0,0,0,0,0,0,0 fortunejack.com~06-16~3,1,0,0,0,0,0,0,0 $direct~08-21~4,0,0,0,0,0,0,0,0 fortunejack.com~08-05~3,1,0,0,0,0,0,0,0 $direct~09-02~7,2,0,0,0,0,0,0,0 $direct~07-20~6,1,0,0,0,0,0,0,0 fortunejack.com~05-08~2,1,0,0,0,0,0,0,0 $direct~07-17~5,0,0,0,0,0,0,0,0 fortunejack.com~08-04~5,2,0,0,0,0,0,0,0 www.google.com~08-31~2,0,0,0,0,0,0,0,0 $direct~08-24~4,0,0,0,0,0,0,0,0 $direct~07-04~4,1,0,0,0,0,0,0,0 fortunejack.com~08-15~9,1,0,0,0,0,0,0,0 $direct~05-15~3,2,0,0,0,0,0,0,0 fortunejack.com~08-29~5,0,0,0,0,0,0,0,0 $direct~08-08~4,2,2,0,0,0,0,0,0 www.google.com~08-15~2,0,0,0,0,0,0,0,0 fortunejack.com~08-20~9,1,0,0,0,0,0,0,0 $direct~06-22~3,0,0,0,0,0,0,0,0 fortunejack.com~05-31~2,0,0,0,0,0,0,0,0 $direct~06-11~2,1,0,0,0,0,0,0,0 $direct~07-09~4,0,0,0,0,0,0,0,0 $direct~06-17~3,0,0,0,0,0,0,0,0 www.google.com~06-07~2,0,0,0,0,0,0,0,0 $direct~07-02~3,0,0,0,0,0,0,0,0 $direct~07-18~6,2,2,1,1,0,0,1,1 $direct~05-07~2,1,0,0,0,0,0,0,0 $direct~07-06~3,0,0,0,0,0,0,0,0 $direct~06-07~2,0,0,0,0,0,0,0,0 $direct~08-15~4,0,0,0,0,0,0,0,0 fortunejack.com~05-29~3,0,0,0,0,0,0,0,0 fortunejack.com~08-08~6,1,1,1,1,0,0,1,1 l.facebook.com~07-14~2,0,0,0,0,0,0,0,0 fortunejack.com~07-18~6,3,3,3,2,0,0,1,0 $direct~05-03~2,1,0,0,0,0,0,0,0 $direct~08-30~3,0,0,0,0,0,0,0,0 instagram.com~08-01~2,0,0,0,0,0,0,0,0 $direct~05-08~2,1,0,0,0,0,0,0,0 $direct~07-29~4,0,0,0,0,0,0,0,0 fortunejack.com~07-15~4,2,0,0,0,0,0,0,0 fortunejack.com~07-20~7,4,2,1,1,0,0,0,0 $direct~08-27~4,0,0,0,0,0,0,0,0 www.google.com~07-02~3,0,0,0,0,0,0,0,0 fortunejack.com~06-08~4,0,0,0,0,0,0,0,0 instagram.com~07-25~2,1,0,0,0,0,0,0,0 fortunejack.com~07-17~3,0,0,0,0,0,0,0,0 fortunejack.com~06-18~3,0,0,0,0,0,0,0,0 fortunejack.com~06-26~4,0,0,0,0,0,0,0,0 $direct~06-03~2,2,1,1,0,0,0,1,0 fortunejack.com~07-04~5,0,0,0,0,0,0,0,0 www.google.com~06-29~2,0,0,0,0,0,0,0,0 instagram.com~07-31~2,0,0,0,0,0,0,0,0 $direct~08-19~5,0,0,0,0,0,0,0,0 $direct~09-01~3,0,0,0,0,0,0,0,0 fortunejack.com~08-30~7,1,0,0,0,0,0,0,0 fortunejack.com~08-17~11,3,1,1,1,0,0,0,0 fortunejack.com~08-28~7,1,0,0,0,0,0,0,0 fortunejack.com~07-14~4,1,1,1,1,0,0,0,0 $direct~07-19~4,0,0,0,0,0,0,0,0 $direct~06-20~4,1,0,0,0,0,0,0,0 $direct~08-03~4,0,0,0,0,0,0,0,0 fortunejack.com~08-14~8,2,1,0,0,0,0,0,0 $direct~05-28~3,0,0,0,0,0,0,0,0
