c|packed
(null)|08-15~0,0,0,0 06-18~0,0,0,0 08-27~0,0,0,0 08-18~0,0,0,0 08-14~0,0,0,0 07-26~0,0,0,0 05-23~0,0,0,0 2026-09~0,0,0,0 07-06~0,0,0,0 06-07~0,0,0,0 06-10~0,0,0,0 07-08~0,0,0,0 08-31~0,0,0,0 08-10~0,0,0,0 07-24~0,0,0,0 08-24~0,0,0,0 08-03~0,0,0,0 08-13~0,0,0,0 06-26~0,0,0,0 06-20~0,0,0,0 06-06~0,0,0,0 06-13~0,0,0,0 05-29~0,0,0,0 05-12~0,0,0,0 2026-05M~0,0,0,0 05-10~0,0,0,0 07-12~0,0,0,0 07-30~0,0,0,0 06-28~0,0,0,0 06-16~0,0,0,0 06-30~0,0,0,0 07-28~0,0,0,0 05-05~0,0,0,0 07-25~0,0,0,0 06-04~0,0,0,0 05-19~0,0,0,0 07-10~0,0,0,0 06-08~0,0,0,0 2026-08M~0,0,0,0 08-16~0,0,0,0 05-14~0,0,0,0 06-14~0,0,0,0 05-21~0,0,0,0 08-02~0,0,0,0 08-29~0,0,0,0 07-29~0,0,0,0 05-20~0,0,0,0 2026-06M~0,0,0,0 08-25~0,0,0,0 08-28~0,0,0,0 2026-07M~0,0,0,0 05-30~0,0,0,0 2026-06~0,0,0,0 07-17~0,0,0,0 05-24~0,0,0,0 05-09~0,0,0,0 07-18~0,0,0,0 05-25~0,0,0,0 08-26~0,0,0,0 06-29~0,0,0,0 07-31~0,0,0,0 06-25~0,0,0,0 08-05~0,0,0,0 06-21~0,0,0,0 05-28~0,0,0,0 07-14~1,0,0,0 2026-05~0,0,0,0 06-27~0,0,0,0 05-02~0,0,0,0 07-09~0,0,0,0 06-11~0,0,0,0 05-17~0,0,0,0 05-31~0,0,0,0 07-15~0,0,0,0 08-08~0,0,0,0 06-01~0,0,0,0 07-19~0,0,0,0 08-21~0,0,0,0 05-01~0,0,0,0 09-02~0,0,0,0 05-15~0,0,0,0 all~1,0,0,0 08-17~0,0,0,0 05-08~0,0,0,0 07-03~0,0,0,0 07-07~0,0,0,0 05-26~0,0,0,0 08-30~0,0,0,0 2026-07~1,0,0,0 07-16~0,0,0,0 08-07~0,0,0,0 08-01~0,0,0,0 06-22~0,0,0,0 05-16~0,0,0,0 08-11~0,0,0,0 08-04~0,0,0,0 08-22~0,0,0,0 08-23~0,0,0,0 07-21~0,0,0,0 05-13~0,0,0,0 07-02~0,0,0,0 2026-09M~0,0,0,0 07-27~0,0,0,0 05-18~0,0,0,0 06-09~0,0,0,0 07-11~0,0,0,0 05-06~0,0,0,0 07-23~0,0,0,0 06-12~0,0,0,0 08-12~0,0,0,0 05-04~0,0,0,0 08-19~0,0,0,0 09-01~0,0,0,0 07-05~0,0,0,0 08-20~0,0,0,0 08-06~0,0,0,0 07-01~0,0,0,0 06-19~0,0,0,0 06-23~0,0,0,0 06-17~0,0,0,0 05-11~0,0,0,0 06-05~0,0,0,0 05-27~0,0,0,0 07-13~0,0,0,0 05-07~0,0,0,0 06-02~0,0,0,0 07-20~0,0,0,0 06-24~0,0,0,0 2026-08~0,0,0,0 05-22~0,0,0,0 07-04~0,0,0,0 08-09~0,0,0,0 06-03~0,0,0,0 07-22~0,0,0,0 05-03~0,0,0,0
Albania|06-13~0,0,0,0 05-29~0,0,0,0 05-16~0,0,0,0 all~3,1,10,8 08-19~0,0,0,0 09-01~0,0,0,0 07-21~0,0,0,0 05-24~1,1,0,0 05-17~0,0,0,0 07-17~0,0,0,0 07-15~0,0,0,0 08-20~0,0,0,0 07-16~0,0,0,0 05-13~0,0,0,0 06-02~0,0,0,0 05-27~0,0,0,0 06-22~0,0,0,0 07-09~0,0,0,0 06-11~0,0,0,0 05-10~0,0,0,0 07-14~0,0,0,0 2026-07M~0,0,0,0 08-11~0,0,0,0 08-13~0,0,0,0 07-05~0,0,0,0 05-31~0,0,0,0 08-28~0,0,0,0 08-06~0,0,0,0 09-02~0,0,0,0 07-07~0,0,0,0 2026-05M~0,0,0,0 07-24~0,0,0,0 07-26~0,0,0,0 07-04~0,0,0,0 05-15~0,0,0,0 2026-05~1,1,0,0 08-17~0,0,0,0 07-29~0,0,0,0 06-17~0,0,0,0 08-22~0,0,0,0 06-23~0,0,0,0 05-01~0,0,0,0 08-23~0,0,0,0 05-26~0,0,0,0 07-03~0,0,0,0 08-27~0,0,0,0 05-28~0,0,0,0 05-08~0,0,0,0 06-01~0,0,0,0 07-19~0,0,0,0 08-26~0,0,0,0 05-25~0,0,0,0 08-29~0,0,0,0 05-06~0,0,0,0 07-22~0,0,0,0 06-09~0,0,0,0 07-11~0,0,0,0 06-03~0,0,1,0 07-20~0,0,0,0 08-01~0,0,0,0 07-23~0,0,0,0 06-30~0,0,0,0 07-28~0,0,0,0 08-08~0,0,1,1 06-27~0,0,0,0 05-03~0,0,0,0 08-03~0,0,0,0 08-14~0,0,0,0 05-22~0,0,0,0 08-02~0,0,0,0 05-19~0,0,0,0 08-30~0,0,0,0 08-16~0,0,0,0 06-14~0,0,0,0 06-26~0,0,0,0 06-25~0,0,0,0 06-21~1,0,0,0 05-14~0,0,0,0 05-09~0,0,0,0 06-18~0,0,0,0 06-20~0,0,0,0 08-25~0,0,0,0 08-31~0,0,0,0 07-25~0,0,0,0 05-04~0,0,0,0 05-02~0,0,0,0 06-04~0,0,1,0 2026-08M~0,0,0,0 2026-09~0,0,0,0 08-15~0,0,0,0 05-12~0,0,0,0 05-07~0,0,0,0 05-21~0,0,0,0 05-20~0,0,0,0 07-12~0,0,0,0 07-10~0,0,0,0 06-08~0,0,0,0 08-10~0,0,2,2 06-29~1,0,0,0 07-31~0,0,0,0 06-24~0,0,0,0 2026-06~2,0,4,3 08-09~0,0,0,0 08-18~0,0,0,0 08-05~0,0,0,0 07-06~0,0,0,0 05-11~0,0,0,0 08-07~0,0,0,0 2026-09M~0,0,0,0 07-18~0,0,2,1 06-16~0,0,0,0 07-27~0,0,0,0 06-06~0,0,0,0 05-23~0,0,0,0 05-05~0,0,0,0 05-18~0,0,0,0 2026-08~0,0,3,3 05-30~0,0,0,0 08-12~0,0,0,0 07-02~0,0,0,0 08-24~0,0,0,0 07-13~0,0,0,0 08-04~0,0,0,0 06-07~0,0,0,0 06-05~0,0,1,1 06-12~0,0,0,0 07-30~0,0,0,0 06-28~0,0,0,0 07-01~0,0,0,0 06-19~0,0,1,1 2026-06M~0,0,0,0 06-10~0,0,0,0 07-08~0,0,0,0 06-15~0,0,0,0 08-21~0,0,0,0 2026-07~0,0,2,1
Algeria|08-29~0,0,0,0 06-02~0,0,0,0 05-21~0,0,0,0 06-23~0,0,0,0 08-03~0,0,0,0 2026-09~1,0,0,0 08-14~0,0,0,0 2026-05~0,0,1,0 05-07~0,0,0,0 07-02~0,0,0,0 05-27~0,0,0,0 05-29~0,0,0,0 05-05~0,0,0,0 08-18~0,0,0,0 2026-06M~0,0,0,0 06-27~0,0,0,0 05-19~0,0,0,0 06-04~0,0,0,0 06-10~0,0,0,0 07-08~0,0,0,0 08-11~0,0,0,0 06-29~0,0,0,0 07-31~0,0,0,0 06-07~0,0,0,0 08-27~0,0,0,0 06-12~0,0,0,0 05-11~0,0,0,0 05-09~0,0,0,0 07-24~0,0,0,0 06-25~0,0,0,0 05-04~0,0,0,0 06-20~0,0,1,1 08-25~0,0,0,0 05-31~0,0,0,0 08-06~0,0,0,0 2026-09M~1,0,0,0 08-04~0,0,0,0 08-26~0,0,1,1 2026-07~0,0,1,0 05-17~0,0,0,0 06-18~0,0,0,0 06-26~0,0,0,0 08-19~0,0,0,0 09-01~0,0,0,0 08-16~0,0,0,0 05-08~0,0,0,0 07-01~0,0,0,0 06-19~0,0,0,0 06-24~0,0,0,0 06-05~0,0,0,0 08-17~0,0,0,0 06-09~0,0,0,0 07-11~0,0,0,0 06-15~0,0,0,0 08-21~0,0,0,0 07-05~0,0,0,0 06-30~1,0,0,0 07-28~0,0,0,0 07-04~0,0,0,0 06-13~0,0,0,0 05-10~0,0,0,0 08-09~0,0,0,0 05-18~0,0,0,0 07-09~0,0,0,0 06-11~0,0,0,0 2026-05M~0,0,0,0 06-16~0,0,0,0 08-02~0,0,0,0 07-23~0,0,0,0 08-01~0,0,0,0 05-28~0,0,0,0 05-13~0,0,0,0 07-21~0,0,0,0 07-10~0,0,0,0 06-08~0,0,0,0 07-15~0,0,0,0 07-20~0,0,0,0 07-12~0,0,0,0 07-14~0,0,0,0 2026-07M~0,0,0,0 07-18~0,0,0,0 2026-06~1,0,3,1 07-29~0,0,1,0 08-22~0,0,0,0 05-22~0,0,0,0 05-26~0,0,0,0 09-02~1,0,0,0 07-07~0,0,0,0 07-13~0,0,0,0 06-14~0,0,0,0 08-07~0,0,0,0 06-06~0,0,0,0 08-30~0,0,0,0 07-17~0,0,0,0 08-13~0,0,0,0 05-23~0,0,0,0 06-01~0,0,0,0 07-19~0,0,0,0 05-14~0,0,0,0 08-10~0,0,1,0 05-06~0,0,0,0 06-22~0,0,0,0 06-21~0,0,0,0 05-30~0,0,0,0 05-16~0,0,0,0 all~2,0,10,5 08-08~0,0,2,2 07-27~0,0,0,0 05-02~0,0,0,0 08-24~0,0,0,0 05-12~0,0,0,0 07-25~0,0,0,0 2026-08M~0,0,0,0 2026-08~0,0,5,4 08-15~0,0,1,1 07-16~0,0,0,0 06-03~0,0,0,0 08-05~0,0,0,0 05-24~0,0,1,0 05-20~0,0,0,0 07-30~0,0,0,0 06-28~0,0,0,0 08-20~0,0,0,0 07-06~0,0,0,0 08-31~0,0,0,0 06-17~0,0,0,0 07-26~0,0,0,0 08-28~0,0,0,0 08-12~0,0,0,0 08-23~0,0,0,0 05-01~0,0,0,0 07-03~0,0,0,0 05-25~0,0,0,0 05-15~0,0,0,0 05-03~0,0,0,0 07-22~0,0,0,0
Angola|05-14~0,0,0,0 05-19~0,0,0,0 2026-07~0,0,0,0 2026-07M~0,0,0,0 05-02~0,0,0,0 06-29~0,0,0,0 2026-05~0,0,0,0 06-15~0,0,0,0 2026-06~0,0,2,0 07-01~0,0,0,0 05-27~0,0,0,0 07-29~0,0,0,0 07-20~0,0,0,0 06-25~0,0,0,0 05-09~0,0,0,0 06-24~0,0,0,0 06-27~0,0,0,0 08-09~0,0,0,0 08-17~0,0,0,0 all~0,0,3,0 2026-05M~0,0,0,0 2026-09~0,0,0,0 2026-08~0,0,0,0 2026-09M~0,0,0,0 06-08~0,0,0,0 06-26~0,0,0,0 06-28~0,0,1,0 09-01~0,0,0,0 06-30~0,0,1,0 05-18~0,0,0,0 05-21~0,0,0,0 05-07~0,0,0,0 08-26~0,0,0,0 06-05~0,0,0,0 06-12~0,0,0,0
Argentina|08-27~0,0,0,0 05-04~0,0,0,0 2026-07~1,0,125,82 07-14~0,0,8,1 09-02~0,0,0,0 05-09~0,0,0,0 06-14~0,0,3,1 05-29~0,0,2,0 05-30~0,0,0,0 08-01~0,0,1,0 08-03~0,0,4,3 05-27~0,0,0,0 07-20~0,0,0,0 08-16~0,0,0,0 08-25~0,0,0,0 05-02~0,0,0,0 06-29~0,0,0,0 07-31~0,0,1,0 05-11~0,0,0,0 05-17~0,0,2,1 07-12~0,0,6,6 05-31~0,0,0,0 05-24~0,0,0,0 07-06~0,0,9,4 06-25~0,0,6,3 06-27~0,0,0,0 07-11~0,0,8,8 06-09~0,0,2,0 08-29~0,0,0,0 07-04~0,0,1,0 05-21~0,0,0,0 05-07~0,0,0,0 all~12,1,419,237 2026-06M~0,0,3,0 07-22~0,0,0,0 05-05~0,0,0,0 2026-06~6,0,169,77 08-08~0,0,7,5 08-28~0,0,0,0 05-19~0,0,0,0 06-23~0,0,2,0 08-05~0,0,1,1 08-23~0,0,0,0 05-23~1,0,0,0 06-16~0,0,2,1 06-28~0,0,3,0 07-30~0,0,0,0 08-17~1,0,0,0 2026-09M~0,0,0,0 08-18~0,0,1,1 2026-05~2,0,45,28 05-06~0,0,0,0 06-17~0,0,7,0 07-13~0,0,6,5 07-21~0,0,5,3 09-01~0,0,0,0 08-19~0,0,2,1 06-07~0,0,20,14 07-03~0,0,5,2 2026-05M~0,0,0,0 06-13~1,0,16,4 07-23~0,0,0,0 2026-07M~0,0,14,6 07-26~0,0,2,2 06-12~0,0,3,0 07-05~0,0,2,0 08-07~0,0,2,2 05-12~0,0,0,0 05-16~1,0,17,11 07-07~0,0,1,0 05-03~0,0,0,0 06-18~0,0,2,0 05-10~0,0,0,0 05-26~0,0,0,0 08-04~0,0,0,0 07-24~0,0,0,0 08-13~0,0,4,1 06-20~0,0,3,0 06-06~1,0,8,0 06-03~0,0,7,4 2026-09~0,0,0,0 06-04~0,0,9,7 06-22~0,0,3,3 08-20~0,0,0,0 06-02~0,0,2,0 08-12~0,0,1,1 08-11~0,0,4,4 07-16~0,0,0,0 08-15~0,0,4,1 07-27~0,0,0,0 05-28~0,0,4,0 08-14~0,0,0,0 06-11~0,0,7,0 07-09~0,0,3,1 06-05~1,0,9,3 07-02~0,0,10,5 08-09~0,0,0,0 08-30~0,0,1,0 05-15~0,0,6,6 06-21~0,0,0,0 08-02~0,0,6,5 06-08~0,0,15,11 07-10~0,0,15,14 06-24~0,0,7,2 07-19~0,0,1,1 06-01~0,0,1,0 07-17~0,0,3,2 08-10~0,0,5,2 07-25~0,0,1,0 05-08~0,0,0,0 05-18~0,0,5,0 08-06~0,0,0,0 07-29~0,0,0,0 05-25~0,0,0,0 2026-08M~0,0,7,5 07-18~1,0,3,0 08-22~0,0,0,0 07-15~0,0,13,12 05-01~0,0,0,0 2026-08~2,1,52,31 05-14~0,0,1,0 05-20~0,0,0,0 06-26~0,0,4,2 07-08~0,0,6,0 06-10~0,0,2,0 06-19~1,0,1,0 07-01~0,0,4,1 07-28~0,0,0,0 06-30~0,0,2,0 08-31~0,0,0,0 08-26~0,0,0,0 08-24~0,0,1,1 08-21~0,0,0,0 05-22~0,0,0,0 05-13~0,0,0,0 06-15~1,0,4,0
Armenia|08-07~0,0,0,0 08-20~0,0,0,0 07-21~0,0,0,0 08-25~0,0,0,0 05-31~0,0,0,0 06-12~0,0,0,0 05-10~0,0,0,0 08-12~0,0,0,0 08-26~0,0,0,0 05-29~0,0,1,1 06-14~0,0,0,0 07-15~0,0,0,0 07-02~0,0,0,0 05-05~0,0,0,0 09-02~0,0,0,0 08-09~0,0,0,0 2026-05M~0,0,0,0 07-27~0,0,0,0 09-01~0,0,0,0 08-19~0,0,0,0 05-14~0,0,0,0 07-14~0,0,0,0 06-19~0,0,0,0 07-01~0,0,0,0 05-23~0,0,0,0 05-18~0,0,0,0 08-31~0,0,0,0 07-18~0,0,0,0 08-04~0,0,0,0 05-21~0,0,0,0 06-22~0,0,0,0 07-04~0,0,0,0 07-22~0,0,0,0 all~1,0,7,7 05-16~0,0,0,0 07-16~0,0,0,0 05-13~0,0,1,0 06-02~0,0,0,0 05-07~0,0,0,0 07-20~0,0,0,0 08-24~0,0,0,0 06-24~0,0,0,0 07-06~0,0,0,0 05-15~0,0,0,0 08-08~0,0,0,0 08-23~0,0,0,0 08-27~0,0,0,0 07-23~0,0,0,0 2026-06M~0,0,1,1 05-17~0,0,0,0 08-22~0,0,0,0 05-04~0,0,0,0 05-26~0,0,0,0 06-05~0,0,0,0 08-14~0,0,0,0 05-06~0,0,0,0 08-21~0,0,0,0 05-03~0,0,0,0 08-01~0,0,0,0 07-12~0,0,0,0 08-06~0,0,0,0 05-20~0,0,0,0 06-23~0,0,0,0 08-15~0,0,0,0 2026-09M~0,0,0,0 05-22~0,0,0,0 07-26~0,0,0,0 06-06~0,0,0,0 05-25~0,0,0,0 05-08~0,0,0,0 07-25~0,0,0,0 07-03~0,0,0,0 06-20~0,0,0,0 05-01~0,0,0,0 2026-06~0,0,1,1 08-17~0,0,0,0 06-07~0,0,0,0 08-02~0,0,0,0 07-13~0,0,0,0 08-10~0,0,0,0 2026-07~0,0,1,1 05-02~0,0,0,0 06-11~0,0,0,0 07-09~0,0,0,0 08-16~0,0,1,1 06-15~0,0,0,0 05-27~0,0,0,0 06-04~0,0,0,0 06-28~0,0,0,0 07-30~0,0,0,0 08-28~0,0,0,0 08-29~0,0,0,0 05-19~0,0,0,0 2026-08~1,0,3,3 07-08~0,0,0,0 06-10~0,0,0,0 2026-05~0,0,2,2 06-27~0,0,0,0 05-11~0,0,0,0 05-12~0,0,0,0 06-03~0,0,0,0 06-25~0,0,0,0 08-30~0,0,0,0 2026-07M~0,0,0,0 07-29~0,0,0,0 06-18~0,0,0,0 08-18~0,0,0,0 06-21~0,0,0,0 08-13~0,0,1,1 05-30~0,0,0,0 06-17~0,0,0,0 07-24~0,0,0,0 06-13~0,0,0,0 08-11~0,0,0,0 07-31~0,0,0,0 06-29~0,0,0,0 07-05~0,0,0,0 07-17~0,0,0,0 07-19~0,0,0,0 06-01~0,0,1,1 05-24~0,0,0,0 2026-08M~0,0,1,1 2026-09~0,0,0,0 06-08~0,0,0,0 07-10~0,0,0,0 07-07~0,0,0,0 05-28~0,0,0,0 06-16~0,0,0,0 06-26~0,0,0,0 08-05~0,0,0,0 08-03~0,0,0,0 07-11~0,0,0,0 06-09~0,0,0,0 07-28~0,0,0,0 06-30~0,0,0,0 05-09~0,0,0,0
Australia|08-23~0,0,0,0 08-04~0,0,0,0 07-05~0,0,0,0 08-01~1,0,0,0 05-15~0,0,0,0 08-09~0,0,0,0 08-02~0,0,1,1 07-08~0,0,1,0 06-10~1,0,0,0 2026-06~14,6,22,7 07-28~0,0,0,0 06-30~0,0,1,0 07-31~0,0,0,0 06-29~0,0,1,0 07-26~0,0,1,0 05-21~0,0,0,0 2026-09M~0,0,1,0 06-12~0,0,0,0 08-12~0,0,1,0 07-03~1,1,0,0 05-30~0,0,1,1 06-08~0,0,1,0 07-10~3,1,0,0 07-16~2,1,1,0 05-13~0,0,0,0 06-28~0,0,0,0 07-30~0,0,0,0 07-25~0,0,1,1 05-07~0,0,0,0 08-15~0,0,0,0 08-17~0,0,0,0 05-10~0,0,0,0 06-24~1,0,0,0 08-20~0,0,0,0 05-05~0,0,0,0 06-06~0,0,0,0 07-20~0,0,0,0 07-06~2,0,2,0 06-13~1,0,1,1 06-26~0,0,0,0 05-23~0,0,0,0 09-01~0,0,0,0 08-19~0,0,1,1 07-04~1,0,1,0 08-13~0,0,0,0 07-18~0,0,0,0 07-22~0,0,1,1 05-31~0,0,0,0 2026-08M~1,0,1,1 08-07~1,0,0,0 08-03~0,0,0,0 07-07~0,0,0,0 2026-05~6,2,11,3 05-12~0,0,0,0 08-06~0,0,0,0 05-20~0,0,1,0 2026-09~0,0,1,0 05-02~0,0,0,0 06-21~0,0,0,0 08-30~0,0,0,0 05-22~0,0,0,0 08-05~0,0,0,0 05-27~0,0,1,0 08-25~0,0,0,0 08-08~1,0,0,0 08-22~0,0,0,0 05-04~0,0,0,0 06-07~0,0,2,1 08-31~1,0,0,0 07-13~0,0,0,0 07-17~0,0,0,0 05-06~0,0,0,0 07-02~0,0,2,1 06-22~0,0,1,1 05-01~0,0,0,0 07-11~1,0,0,0 06-09~0,0,2,0 06-19~2,1,1,0 07-01~0,0,0,0 07-27~0,0,1,1 06-04~0,0,0,0 05-25~0,0,0,0 06-23~0,0,2,2 08-26~0,0,0,0 2026-05M~0,0,0,0 05-17~1,1,2,0 08-11~0,0,0,0 05-26~1,0,1,0 08-24~0,0,0,0 07-29~0,0,2,2 05-08~0,0,0,0 2026-08~5,0,7,3 05-03~0,0,0,0 06-20~0,0,0,0 08-29~0,0,0,0 2026-07M~0,0,2,1 07-14~0,0,1,0 2026-06M~1,0,1,0 05-11~0,0,0,0 06-17~0,0,0,0 05-18~1,0,0,0 05-16~0,0,0,0 08-10~0,0,0,0 06-03~0,0,0,0 05-24~0,0,0,0 06-11~1,1,0,0 07-09~0,0,0,0 08-16~0,0,0,0 06-27~0,0,0,0 07-19~0,0,2,1 06-01~0,0,1,0 08-14~0,0,0,0 05-28~0,0,0,0 06-15~0,0,0,0 07-24~0,0,0,0 06-05~1,1,0,0 05-19~0,0,0,0 05-14~1,0,0,0 06-18~0,0,0,0 08-18~0,0,0,0 08-28~0,0,0,0 07-15~0,0,0,0 07-21~0,0,0,0 05-09~0,0,0,0 06-25~1,0,2,0 05-29~0,0,0,0 06-16~0,0,0,0 07-23~0,0,0,0 07-12~1,1,0,0 2026-07~12,4,17,8 all~39,13,61,23 06-02~1,0,0,0 08-21~1,0,2,0 08-27~0,0,1,1 09-02~0,0,1,0 06-14~1,1,0,0
Austria|09-01~0,0,0,0 08-19~0,0,1,1 05-11~0,0,0,0 06-13~0,0,0,0 2026-06~7,4,14,11 08-24~1,1,1,0 08-05~0,0,0,0 08-07~1,1,0,0 05-17~0,0,0,0 05-19~0,0,0,0 06-06~0,0,1,0 08-04~0,0,0,0 08-08~1,1,0,0 2026-05~3,2,5,5 08-28~0,0,1,1 08-06~0,0,0,0 06-17~0,0,0,0 05-29~0,0,0,0 06-20~1,1,0,0 08-21~0,0,0,0 07-03~0,0,0,0 06-19~0,0,0,0 07-01~1,0,2,2 08-17~0,0,0,0 05-03~0,0,0,0 06-22~0,0,0,0 05-21~0,0,0,0 2026-08M~1,0,0,0 07-14~0,0,0,0 06-15~0,0,0,0 07-08~0,0,2,2 06-10~0,0,1,1 08-15~1,0,0,0 05-01~0,0,0,0 06-04~0,0,0,0 08-16~0,0,1,1 05-27~0,0,0,0 07-05~1,1,1,1 06-28~0,0,1,0 07-30~0,0,0,0 06-16~0,0,0,0 08-29~0,0,0,0 2026-08~8,4,32,27 08-26~0,0,6,5 07-31~0,0,0,0 06-29~0,0,0,0 06-14~1,1,0,0 2026-05M~0,0,0,0 2026-09~0,0,0,0 06-07~0,0,0,0 08-27~0,0,5,5 07-21~0,0,0,0 06-25~0,0,0,0 05-06~0,0,0,0 08-11~0,0,0,0 06-05~0,0,0,0 2026-07M~2,0,2,2 07-18~0,0,1,1 05-09~0,0,0,0 2026-07~15,9,19,15 06-23~0,0,1,1 05-20~0,0,2,2 05-28~0,0,0,0 08-30~0,0,0,0 06-21~0,0,0,0 08-03~0,0,0,0 05-05~0,0,0,0 06-26~0,0,1,1 08-09~1,1,0,0 07-13~0,0,2,1 08-31~0,0,3,3 05-18~0,0,0,0 05-23~0,0,0,0 2026-06M~0,0,2,2 06-02~0,0,2,2 07-11~2,1,0,0 06-09~0,0,0,0 07-06~1,0,0,0 07-20~0,0,0,0 05-04~0,0,0,0 07-25~0,0,0,0 05-08~0,0,0,0 06-08~0,0,0,0 07-10~0,0,1,1 07-22~0,0,0,0 07-04~1,1,0,0 07-24~0,0,0,0 07-28~0,0,5,4 06-30~1,1,0,0 07-19~1,1,1,1 06-01~0,0,0,0 08-12~0,0,5,5 05-12~0,0,0,0 all~32,18,72,59 05-16~0,0,0,0 07-23~0,0,0,0 06-24~0,0,1,1 05-07~0,0,0,0 2026-09M~0,0,0,0 07-07~0,0,0,0 05-30~2,1,0,0 08-02~0,0,0,0 07-02~1,0,0,0 07-27~1,1,0,0 08-23~0,0,1,0 05-13~0,0,0,0 07-29~0,0,1,0 05-24~1,1,1,1 08-20~0,0,1,0 06-03~1,0,0,0 06-12~0,0,0,0 06-11~1,1,1,1 07-09~1,1,1,1 05-26~0,0,0,0 07-17~1,1,0,0 08-14~0,0,3,3 05-22~0,0,0,0 07-15~2,0,1,0 08-25~0,0,0,0 07-26~0,0,0,0 05-14~0,0,0,0 05-10~0,0,0,0 06-18~0,0,2,2 08-10~1,0,0,0 08-01~1,0,0,0 05-02~0,0,0,0 06-27~0,0,0,0 07-16~1,1,1,1 08-18~0,0,0,0 08-22~1,0,1,0 08-13~0,0,3,3 05-31~0,0,1,1 09-02~0,0,0,0 05-15~0,0,0,0 05-25~0,0,0,0 07-12~1,0,0,0
Azerbaijan|05-21~0,0,0,0 06-03~0,0,0,0 08-25~0,0,0,0 2026-07~0,0,1,1 2026-07M~0,0,1,1 08-10~0,0,0,0 05-08~0,0,0,0 08-26~0,0,0,0 06-29~0,0,0,0 06-08~0,0,0,0 05-16~0,0,0,0 07-08~0,0,0,0 08-07~0,0,0,0 08-04~0,0,0,0 07-22~0,0,0,0 08-18~0,0,0,0 05-27~0,0,0,0 07-04~0,0,0,0 all~0,0,2,1 07-13~0,0,0,0 06-24~0,0,0,0 08-22~0,0,0,0 08-09~0,0,0,0 08-30~0,0,0,0 08-27~0,0,0,0 07-24~0,0,0,0 2026-06M~0,0,0,0 06-10~0,0,0,0 06-04~0,0,0,0 05-19~0,0,0,0 06-15~0,0,0,0 06-21~0,0,0,0 05-18~0,0,0,0 06-06~0,0,0,0 07-12~0,0,0,0 05-20~0,0,0,0 06-23~0,0,0,0 08-06~0,0,0,0 07-10~0,0,0,0 07-19~0,0,0,0 07-11~0,0,0,0 07-17~0,0,0,0 07-16~0,0,0,0 06-20~0,0,0,0 06-28~0,0,0,0 07-03~0,0,0,0 07-06~0,0,0,0 05-26~0,0,0,0 05-23~0,0,0,0 07-15~0,0,0,0 05-03~0,0,0,0 06-13~0,0,0,0 05-10~0,0,0,0 06-27~0,0,0,0 07-20~0,0,0,0 05-17~0,0,0,0 07-29~0,0,0,0 08-16~0,0,0,0 05-05~0,0,0,0 06-11~0,0,0,0 06-02~0,0,0,0 2026-08~0,0,1,0 08-24~0,0,0,0 07-18~0,0,0,0 07-26~0,0,0,0 07-30~0,0,0,0 06-19~0,0,0,0 2026-08M~0,0,0,0 08-12~0,0,0,0 08-11~0,0,0,0 06-09~0,0,0,0 07-01~0,0,0,0 05-29~0,0,0,0 08-13~0,0,0,0 08-21~0,0,0,0 08-17~0,0,0,0 06-01~0,0,0,0 08-01~0,0,0,0 06-16~0,0,0,0 08-08~0,0,0,0 07-27~0,0,0,0 05-12~0,0,0,0 07-09~0,0,0,0 07-31~0,0,0,0 08-23~0,0,0,0 07-25~0,0,0,0 2026-06~0,0,0,0 2026-05~0,0,0,0 07-28~0,0,0,0 08-28~0,0,0,0 07-02~0,0,1,1 07-23~0,0,0,0 05-15~0,0,0,0 05-24~0,0,0,0 06-14~0,0,0,0 05-13~0,0,0,0 08-15~0,0,0,0 06-12~0,0,0,0 05-14~0,0,0,0 08-29~0,0,0,0 06-25~0,0,0,0 08-05~0,0,0,0 07-05~0,0,0,0 08-02~0,0,0,0 06-30~0,0,0,0 06-17~0,0,0,0 05-22~0,0,0,0 08-14~0,0,0,0 07-14~0,0,0,0 08-03~0,0,0,0 08-20~0,0,0,0 07-21~0,0,0,0 07-07~0,0,0,0 08-19~0,0,0,0
