btag|packed
753874_32178|06-02~2,1,1,0,0 05-16~2,0,0,0,0 08-16~1,1,0,0,0 05-02~1,0,0,0,0 06-26~1,0,0,0,0 2026-09~1,1,0,0,0 07-07~1,0,0,0,0 09-01~1,1,0,0,0 2026-06~11,3,3,1,0 07-24~2,1,1,1,1 08-15~1,1,0,0,0 06-20~1,0,0,0,0 2026-08M~1,0,0,0,0 2026-06M~2,1,1,0,0 2026-05M~1,0,0,0,0 07-14~1,0,0,0,0 07-18~1,0,0,0,0 08-22~1,1,1,0,0 06-24~2,0,0,0,0 07-30~1,0,0,0,0 08-02~1,0,0,0,0 06-06~1,1,1,0,0 2026-08~7,4,1,0,0 06-08~1,1,1,1,0 2026-09M~1,1,0,0,0 08-06~2,0,0,0,0 2026-05~3,0,0,0,0 06-16~1,0,0,0,0 all~28,9,5,2,1 06-25~1,0,0,0,0 2026-07~7,1,1,1,1 07-22~1,0,0,0,0 06-15~1,0,0,0,0 07-17~1,0,0,0,0 08-03~1,1,0,0,0
7757744_389986|2026-09M~1,0,0,0,0 06-06~1,1,0,0,0 05-10~1,0,0,0,0 06-25~1,1,1,1,0 06-02~1,1,0,0,0 08-30~1,1,0,0,0 06-01~1,1,0,0,0 06-26~1,0,0,0,0 08-31~1,1,1,1,0 2026-05~7,6,3,0,0 2026-06~14,9,7,2,1 07-24~2,1,0,0,0 09-01~1,0,0,0,0 07-05~1,0,0,0,0 07-03~1,0,0,0,0 06-18~1,1,1,0,0 07-25~3,2,1,0,0 08-01~1,0,0,0,0 05-28~1,1,1,0,0 2026-08M~1,0,0,0,0 08-25~1,1,0,0,0 07-02~2,0,0,0,0 06-20~1,1,1,0,0 08-16~1,0,0,0,0 06-29~1,0,0,0,0 05-18~1,1,0,0,0 06-03~1,0,0,0,0 07-06~1,0,0,0,0 06-13~2,1,1,1,0 05-30~1,0,0,0,0 2026-07M~2,1,0,0,0 06-30~2,0,0,0,0 07-28~1,0,0,0,0 2026-09~1,0,0,0,0 05-23~1,0,0,0,0 07-29~1,0,0,0,0 all~25,22,13,4,1 06-16~1,0,0,0,0 06-27~1,0,0,0,0 2026-08~4,2,1,1,0 08-15~1,0,0,0,0 06-15~1,0,0,0,0 07-04~2,0,0,0,0 08-09~1,0,0,0,0 08-08~1,0,0,0,0 05-21~4,3,1,0,0 06-19~3,3,3,0,0 07-01~2,1,0,0,0 07-08~1,1,0,0,0 06-14~1,0,0,0,0 07-09~1,0,0,0,0 06-11~2,0,0,0,0 06-28~1,0,0,0,0 07-30~1,0,0,0,0 2026-06M~1,1,0,0,0 05-20~1,1,1,0,0 05-17~1,0,0,0,0 2026-07~10,6,2,1,0 06-21~1,1,0,0,0 07-27~3,2,1,1,0 08-02~1,0,0,0,0
791993_485776|2026-09M~3,2,1,0,0 2026-05M~1,0,0,0,0 08-28~1,0,0,0,0 2026-09~3,2,1,0,0 07-10~1,0,0,0,0 05-18~1,1,0,0,0 09-02~2,1,0,0,0 07-31~1,1,0,0,0 all~20,16,7,6,1 08-26~1,0,0,0,0 07-03~1,0,0,0,0 2026-06~3,2,1,1,0 05-03~2,0,0,0,0 08-23~2,0,0,0,0 07-06~1,0,0,0,0 07-21~1,0,0,0,0 08-04~1,1,0,0,0 06-01~1,0,0,0,0 08-19~1,0,0,0,0 08-31~1,0,0,0,0 05-09~1,1,0,0,0 08-24~1,0,0,0,0 07-01~1,1,1,1,1 08-22~1,0,0,0,0 05-02~1,0,0,0,0 05-07~1,1,0,0,0 05-30~1,1,1,1,0 06-20~1,1,1,1,0 08-13~1,1,1,1,0 08-17~1,1,0,0,0 09-01~1,1,1,0,0 2026-08~9,8,3,3,0 08-06~2,2,1,1,0 05-04~1,0,0,0,0 08-29~2,0,0,0,0 2026-07M~1,1,1,1,1 2026-05~6,4,1,1,0 08-25~2,1,0,0,0 05-08~1,1,0,0,0 08-21~1,0,0,0,0 07-04~1,0,0,0,0 06-26~1,1,0,0,0 05-24~1,0,0,0,0 08-18~2,1,1,0,0 08-30~2,0,0,0,0 08-27~3,2,0,0,0 08-20~1,0,0,0,0 07-05~1,0,0,0,0 2026-06M~1,0,0,0,0 2026-07~3,2,1,1,1
81770295_497246|05-30~1,0,0,0,0 07-16~1,0,0,0,0 07-24~1,0,0,0,0 06-08~10,3,0,0,0 06-10~6,5,1,0,0 07-08~1,1,0,0,0 07-20~1,1,1,0,0 05-25~1,1,0,0,0 08-26~1,0,0,0,0 2026-07M~13,7,1,1,0 06-16~4,0,0,0,0 08-05~1,0,0,0,0 05-07~1,1,0,0,0 07-23~1,0,0,0,0 08-03~1,0,0,0,0 06-14~4,3,1,1,0 06-24~6,3,2,1,1 08-21~1,0,0,0,0 05-06~1,0,0,0,0 07-15~1,0,0,0,0 07-18~2,0,0,0,0 08-24~1,0,0,0,0 08-02~1,0,0,0,0 06-21~9,5,2,1,0 06-06~7,4,2,1,0 05-08~1,0,0,0,0 07-28~1,1,1,0,0 06-30~5,0,0,0,0 07-03~1,0,0,0,0 08-06~1,0,0,0,0 05-27~1,1,1,0,0 06-13~5,5,0,0,0 2026-07~15,8,2,2,2 07-04~1,0,0,0,0 all~173,89,17,8,3 06-26~2,0,0,0,0 06-20~12,7,1,1,0 2026-09M~1,0,0,0,0 06-28~5,2,1,0,0 07-27~1,1,0,0,0 2026-08~3,1,1,1,0 07-07~2,0,0,0,0 2026-05~1,1,1,1,1 06-11~8,4,0,0,0 07-09~1,0,0,0,0 06-15~6,5,1,0,0 2026-05M~1,0,0,0,0 06-04~4,2,0,0,0 05-13~1,1,1,1,0 08-10~1,0,0,0,0 2026-08M~1,0,0,0,0 08-07~1,1,0,0,0 08-29~1,0,0,0,0 08-14~2,0,0,0,0 08-31~1,1,1,0,0 05-01~1,0,0,0,0 05-20~1,0,0,0,0 06-27~4,1,0,0,0 06-23~6,2,0,0,0 06-09~3,2,0,0,0 06-17~2,1,0,0,0 06-03~11,5,0,0,0 2026-09~1,0,0,0,0 07-21~2,1,1,1,1 05-15~1,0,0,0,0 07-02~7,3,1,1,0 06-18~10,5,0,0,0 07-06~1,0,0,0,0 06-07~8,1,0,0,0 06-25~5,2,2,2,1 05-22~1,0,0,0,0 06-22~4,0,0,0,0 05-29~1,0,0,0,0 2026-06~160,82,16,7,2 08-13~1,1,0,0,0 08-25~1,0,0,0,0 07-17~1,1,0,0,0 08-04~1,0,0,0,0 06-05~4,2,1,0,0 08-12~1,0,0,0,0 05-28~1,0,0,0,0 06-29~5,0,0,0,0 08-11~1,0,0,0,0 06-02~3,2,1,0,0 08-17~1,0,0,0,0 07-14~1,0,0,0,0 07-29~1,0,0,0,0 08-20~1,1,0,0,0 09-02~1,0,0,0,0 2026-06M~3,2,1,0,0 05-11~1,0,0,0,0 06-12~13,8,1,1,0 06-01~1,0,0,0,0 07-01~8,5,0,0,0 06-19~17,10,1,0,0 07-05~1,0,0,0,0
830116_412788|05-02~10,8,0,0,0 06-02~25,16,10,1,0 08-31~5,0,0,0,0 07-14~4,0,0,0,0 07-16~6,0,0,0,0 05-16~15,9,5,0,0 06-08~18,7,5,1,0 08-18~4,0,0,0,0 2026-05~353,341,139,41,0 05-12~16,14,0,0,0 08-04~5,0,0,0,0 05-29~18,10,8,2,0 07-21~3,0,0,0,0 05-23~16,9,6,3,0 07-19~3,0,0,0,0 05-11~10,6,0,0,0 06-28~6,0,0,0,0 all~482,460,227,76,1 2026-05M~16,14,0,0,0 08-13~3,0,0,0,0 06-20~8,2,1,0,0 08-01~5,0,0,0,0 07-24~4,0,0,0,0 05-14~17,12,7,3,0 07-05~7,0,0,0,0 06-13~10,1,0,0,0 08-20~5,0,0,0,0 07-03~8,0,0,0,0 06-15~9,0,0,0,0 08-26~4,0,0,0,0 08-09~5,0,0,0,0 05-24~21,17,8,2,0 2026-09M~7,3,0,0,0 2026-08~16,5,0,0,0 06-16~5,0,0,0,0 05-08~13,11,0,0,0 08-25~3,0,0,0,0 07-25~4,0,0,0,0 2026-07M~18,0,0,0,0 2026-06M~42,24,16,2,0 05-07~18,16,0,0,0 06-19~6,0,0,0,0 07-02~16,0,0,0,0 08-27~4,0,0,0,0 06-14~9,0,0,0,0 05-30~18,11,9,0,0 07-31~6,0,0,0,0 09-02~6,2,0,0,0 06-27~7,1,0,0,0 08-14~3,0,0,0,0 08-16~5,1,0,0,0 06-25~10,0,0,0,0 06-30~11,0,0,0,0 08-03~6,0,0,0,0 07-26~6,0,0,0,0 05-15~12,8,4,2,0 05-18~14,9,7,3,0 06-06~26,19,15,1,0 07-10~7,0,0,0,0 2026-09~7,3,0,0,0 05-13~12,9,3,1,0 07-06~9,1,0,0,0 06-10~29,11,8,1,0 08-23~5,0,0,0,0 05-03~18,14,0,0,0 08-19~5,1,0,0,0 06-07~19,12,9,1,0 05-19~14,10,7,2,0 07-11~5,1,1,0,0 07-12~7,1,0,0,0 06-04~22,9,7,4,0 05-22~15,10,6,2,0 07-28~3,0,0,0,0 05-20~13,11,7,2,0 06-09~29,18,13,5,0 05-17~22,19,13,6,0 07-29~5,0,0,0,0 05-21~14,9,6,2,0 08-07~4,0,0,0,0 07-22~4,0,0,0,0 08-10~4,0,0,0,0 06-23~12,1,0,0,0 06-18~7,0,0,0,0 05-06~10,8,0,0,0 07-07~9,1,0,0,0 08-22~4,0,0,0,0 06-11~17,7,5,1,0 06-29~7,0,0,0,0 05-05~15,13,0,0,0 08-28~4,1,0,0,0 2026-06~199,128,89,25,0 07-04~5,0,0,0,0 08-21~5,1,0,0,0 06-12~15,0,0,0,0 09-01~4,1,0,0,0 06-24~6,0,0,0,0 08-17~5,1,0,0,0 07-01~7,0,0,0,0 08-24~3,0,0,0,0 05-09~17,14,0,0,0 06-17~7,1,1,0,0 05-28~26,10,7,2,0 08-05~6,0,0,0,0 07-20~5,0,0,0,0 07-08~9,0,0,0,0 08-29~5,0,0,0,0 05-04~22,20,0,0,0 05-25~21,18,11,3,0 08-08~5,0,0,0,0 07-18~6,0,0,0,0 05-10~16,9,0,0,0 07-23~4,0,0,0,0 08-06~4,0,0,0,0 05-26~18,11,8,1,0 05-01~7,6,0,0,0 07-09~5,0,0,0,0 07-30~7,0,0,0,0 08-15~5,0,0,0,0 06-26~9,0,0,0,0 2026-07~53,8,3,0,0 2026-08M~6,0,0,0,0 06-22~8,0,0,0,0 08-11~4,0,0,0,0 06-21~4,0,0,0,0 08-12~3,0,0,0,0 05-27~20,11,10,0,0 07-13~7,1,0,0,0 06-05~16,11,6,5,0 06-01~20,8,6,1,0 07-17~6,2,2,0,0 05-31~18,9,7,3,0 08-30~4,0,0,0,0 06-03~21,6,5,0,0 07-15~4,0,0,0,0 08-02~4,0,0,0,0 07-27~4,1,0,0,0
839237_112672|2026-08~7,2,0,0,0 06-30~3,0,0,0,0 08-03~2,1,0,0,0 07-26~1,0,0,0,0 05-26~1,0,0,0,0 05-22~1,0,0,0,0 05-19~1,0,0,0,0 06-07~1,0,0,0,0 07-11~2,1,1,1,0 05-13~1,0,0,0,0 07-29~1,1,1,0,0 05-21~2,0,0,0,0 05-06~1,0,0,0,0 2026-08M~1,0,0,0,0 2026-06M~1,0,0,0,0 06-10~1,0,0,0,0 05-24~3,2,1,0,0 06-23~2,0,0,0,0 05-03~1,0,0,0,0 05-14~3,0,0,0,0 06-03~1,0,0,0,0 2026-09~1,0,0,0,0 2026-06~16,5,5,3,1 2026-05M~1,0,0,0,0 2026-05~17,5,3,1,0 06-29~1,1,1,1,0 all~40,14,10,5,1 09-01~1,0,0,0,0 06-24~1,0,0,0,0 07-01~1,0,0,0,0 06-17~1,0,0,0,0 07-03~2,0,0,0,0 05-25~2,0,0,0,0 08-08~1,0,0,0,0 05-23~1,0,0,0,0 06-20~1,0,0,0,0 2026-07~8,2,2,1,0 08-29~1,0,0,0,0 05-04~2,0,0,0,0 08-04~1,0,0,0,0 07-21~1,0,0,0,0 05-12~1,0,0,0,0 2026-09M~1,0,0,0,0 05-27~1,0,0,0,0 05-11~1,0,0,0,0 06-13~2,0,0,0,0 08-20~1,0,0,0,0 06-21~1,0,0,0,0 06-19~2,1,1,0,0 05-07~1,0,0,0,0 08-18~1,1,0,0,0 06-22~1,0,0,0,0 2026-07M~1,0,0,0,0 07-02~1,0,0,0,0 08-27~1,0,0,0,0 06-14~2,1,1,0,0 06-27~1,1,1,1,0 06-06~2,0,0,0,0 05-18~1,0,0,0,0 05-30~1,0,0,0,0 05-15~1,0,0,0,0 05-20~1,1,1,0,0 06-05~1,1,1,1,1 06-08~1,0,0,0,0 05-16~1,1,1,1,0 05-08~3,1,0,0,0 06-11~1,0,0,0,0 08-02~1,0,0,0,0 05-01~1,0,0,0,0 06-01~1,0,0,0,0
839237_53194|08-02~1,1,1,1,0 05-07~2,0,0,0,0 07-26~1,1,1,0,0 08-12~1,0,0,0,0 06-25~1,0,0,0,0 08-18~1,0,0,0,0 07-22~1,0,0,0,0 07-25~1,1,1,0,0 05-14~1,0,0,0,0 07-14~2,1,1,0,0 07-27~1,0,0,0,0 07-08~2,0,0,0,0 05-11~1,0,0,0,0 07-19~1,0,0,0,0 08-03~2,2,2,0,0 07-15~1,1,1,0,0 06-27~1,0,0,0,0 06-29~1,0,0,0,0 07-30~1,1,1,0,0 08-31~1,1,0,0,0 2026-06~3,0,0,0,0 08-28~1,1,0,0,0 07-12~1,1,1,0,0 all~30,14,12,1,0 2026-09~3,0,0,0,0 2026-05~3,0,0,0,0 07-04~1,1,1,0,0 2026-08~14,8,5,1,0 08-14~1,0,0,0,0 09-01~2,0,0,0,0 09-02~1,0,0,0,0 2026-09M~3,0,0,0,0 08-01~2,2,1,0,0 08-26~2,1,1,0,0 2026-08M~3,3,2,1,0 08-10~1,1,1,0,0 05-09~1,0,0,0,0 08-21~1,0,0,0,0 2026-07~11,7,7,0,0 05-04~1,0,0,0,0 08-22~1,0,0,0,0
846258_487930|all~10,10,4,1,0 2026-06~7,7,3,0,0 2026-05~3,3,1,1,0 2026-05M~1,1,0,0,0 06-08~3,3,0,0,0 06-12~1,1,1,0,0 06-11~1,0,0,0,0 05-01~1,1,0,0,0 05-07~1,1,0,0,0 2026-06M~1,1,0,0,0 06-05~2,2,0,0,0 06-09~2,2,2,0,0 05-25~1,1,1,1,0 06-02~1,1,0,0,0 05-09~1,0,0,0,0
846258_498158|06-20~1,1,0,0,0 08-28~1,0,0,0,0 07-04~1,0,0,0,0 06-30~1,1,1,0,0 08-03~1,1,1,1,0 08-09~1,0,0,0,0 07-02~2,1,0,0,0 07-22~1,1,1,0,0 all~12,10,7,3,0 07-06~1,0,0,0,0 07-05~1,0,0,0,0 06-27~1,1,1,1,0 06-16~1,0,0,0,0 2026-08~5,2,1,1,0 08-10~1,0,0,0,0 07-03~1,1,1,0,0 06-09~1,1,1,1,0 2026-06~4,4,3,2,0 08-30~1,1,0,0,0 2026-07M~2,1,0,0,0 2026-07~6,4,3,0,0 07-14~1,1,1,0,0
848232_32979|07-12~6,1,1,0,0 08-28~2,1,0,0,0 05-26~4,3,3,2,0 08-09~8,3,2,1,0 05-14~6,3,3,1,0 05-20~8,5,4,1,0 06-26~6,1,1,0,0 07-03~11,2,2,1,0 08-03~1,1,1,0,0 05-10~3,2,0,0,0 08-24~3,2,2,1,0 06-05~12,6,6,1,0 07-30~3,2,2,1,0 05-02~2,1,0,0,0 07-17~7,2,1,1,0 07-27~6,1,1,0,0 07-24~3,0,0,0,0 08-25~2,1,0,0,0 06-22~8,2,2,0,0 06-19~7,3,2,0,0 08-06~10,8,8,2,0 06-13~11,4,4,2,0 05-13~5,1,1,0,0 2026-09M~9,7,5,2,0 06-21~7,3,3,1,0 05-06~2,1,0,0,0 06-06~10,6,6,2,0 07-31~4,2,2,0,0 08-22~3,0,0,0,0 07-18~6,1,1,1,0 07-07~11,5,4,0,0 07-21~3,2,1,0,0 2026-07M~24,8,6,3,0 05-25~2,2,1,1,0 05-28~17,8,8,1,0 08-27~4,2,2,1,0 07-22~4,3,3,1,0 08-18~6,3,2,1,0 08-01~5,2,1,1,0 05-04~4,1,0,0,0 06-24~7,4,4,1,0 2026-07~109,59,52,20,0 05-09~3,1,0,0,0 09-01~6,4,3,2,0 06-03~14,8,7,3,0 05-18~8,5,5,3,0 08-05~6,3,1,1,0 06-14~8,4,2,1,0 all~448,338,281,116,1 08-02~5,3,3,2,0 09-02~5,3,2,0,0 07-26~7,4,3,1,0 07-25~3,0,0,0,0 2026-06~196,140,122,49,1 05-08~5,1,0,0,0 05-05~3,1,0,0,0 07-02~14,3,3,2,0 07-06~11,3,1,0,0 07-05~8,1,1,1,0 05-22~7,3,2,1,0 05-07~4,3,0,0,0 07-15~1,0,0,0,0 05-17~3,2,1,0,0 08-20~3,0,0,0,0 06-09~11,8,7,1,0 07-09~5,0,0,0,0 07-13~9,3,3,1,0 08-29~2,1,1,0,0 06-25~14,7,5,2,0 07-16~8,3,2,1,0 06-28~4,1,1,0,0 2026-05~122,80,59,18,0 08-31~4,2,2,0,0 06-23~13,6,4,0,0 05-03~1,1,0,0,0 07-01~11,5,3,1,0 06-04~9,2,1,0,0 08-13~7,5,4,1,0 07-29~2,1,1,0,0 06-29~6,2,2,1,0 08-04~3,1,1,1,0 06-12~10,4,2,2,1 06-10~11,5,5,2,0 07-10~4,0,0,0,0 08-17~4,3,3,1,0 07-08~11,7,7,4,0 06-27~3,0,0,0,0 08-21~6,3,2,1,0 06-11~16,4,4,2,0 08-30~5,3,2,1,0 05-12~4,1,0,0,0 05-21~5,2,2,0,0 06-02~11,8,8,3,0 05-15~2,0,0,0,0 05-11~3,1,0,0,0 07-11~5,3,3,0,0 05-23~9,6,4,1,0 05-30~10,5,5,0,0 06-07~10,4,4,1,0 08-16~3,2,0,0,0 05-16~7,3,3,1,0 08-15~5,4,1,1,0 08-10~6,2,2,0,0 2026-08M~8,5,4,3,0 06-18~11,5,4,3,0 06-30~13,8,7,4,0 08-26~3,1,1,1,0 2026-05M~4,3,0,0,0 05-27~6,4,3,1,0 08-07~10,5,3,0,0 06-15~14,8,8,3,0 06-20~8,6,6,3,0 08-11~4,0,0,0,0 2026-08~86,63,46,22,0 06-16~16,6,4,1,0 06-08~11,7,6,2,0 07-04~3,2,2,0,0 05-01~2,2,0,0,0 08-12~4,1,1,0,0 07-28~2,0,0,0,0 07-20~2,1,1,1,0 08-14~5,1,1,1,0 05-24~7,4,4,1,0 05-19~3,2,2,0,0 08-23~2,0,0,0,0 07-19~4,2,2,1,0 07-23~6,2,2,0,0 08-19~4,0,0,0,0 07-14~3,1,1,0,0 06-17~9,7,5,2,0 06-01~8,3,2,2,0 08-08~5,1,0,0,0 05-29~6,2,2,1,0 05-31~10,5,5,1,0 2026-09~9,7,5,2,0 2026-06M~18,11,10,5,0
8580080_482180|05-07~3,2,0,0,0 05-26~2,0,0,0,0 06-09~1,0,0,0,0 07-11~1,0,0,0,0 06-17~1,0,0,0,0 06-15~2,0,0,0,0 07-05~3,2,2,1,0 05-16~3,1,1,0,0 05-15~3,0,0,0,0 2026-06~20,3,2,1,0 08-06~3,0,0,0,0 05-22~1,0,0,0,0 2026-08~23,8,3,0,0 05-25~1,1,1,1,0 05-02~2,0,0,0,0 05-31~3,0,0,0,0 08-09~1,0,0,0,0 2026-09~1,0,0,0,0 06-19~2,0,0,0,0 05-29~3,1,1,0,0 07-30~3,1,0,0,0 06-28~2,0,0,0,0 2026-05~60,24,6,3,0 05-24~2,1,0,0,0 05-12~5,1,0,0,0 05-21~5,2,2,1,0 08-21~3,1,0,0,0 08-26~2,0,0,0,0 05-08~1,0,0,0,0 07-07~2,1,1,0,0 08-02~2,1,1,0,0 06-06~3,0,0,0,0 all~113,46,22,10,0 08-17~2,0,0,0,0 07-18~3,2,1,1,0 08-24~1,0,0,0,0 07-20~1,0,0,0,0 2026-07~26,15,11,6,0 06-26~1,0,0,0,0 09-02~1,0,0,0,0 05-30~2,0,0,0,0 2026-08M~2,1,1,0,0 08-23~1,0,0,0,0 08-16~3,1,1,0,0 2026-09M~1,0,0,0,0 05-17~3,1,1,1,0 08-14~1,0,0,0,0 05-13~3,2,0,0,0 08-08~1,0,0,0,0 05-10~2,0,0,0,0 2026-05M~4,1,0,0,0 2026-06M~2,0,0,0,0 08-30~2,0,0,0,0 07-14~2,0,0,0,0 08-11~1,0,0,0,0 07-19~2,1,1,1,0 06-30~2,0,0,0,0 06-25~1,0,0,0,0 05-06~5,2,0,0,0 07-06~2,1,1,0,0 05-03~3,3,0,0,0 06-13~1,0,0,0,0 08-15~2,1,0,0,0 06-18~1,0,0,0,0 08-07~2,1,0,0,0 06-05~2,0,0,0,0 06-08~1,1,0,0,0 05-14~1,0,0,0,0 08-27~3,2,1,0,0 06-12~2,0,0,0,0 06-11~2,1,1,0,0 07-09~1,0,0,0,0 06-29~2,0,0,0,0 05-05~4,1,0,0,0 07-04~1,1,1,0,0 06-21~1,0,0,0,0 05-18~3,0,0,0,0 07-15~1,0,0,0,0 05-04~7,2,0,0,0 07-16~1,0,0,0,0 08-20~1,0,0,0,0 08-05~1,0,0,0,0 06-07~1,0,0,0,0 08-12~1,0,0,0,0 08-13~1,0,0,0,0 07-29~2,1,1,1,0 06-02~2,0,0,0,0 06-23~1,0,0,0,0 08-29~3,1,0,0,0 07-13~1,0,0,0,0 05-09~6,2,0,0,0 07-17~3,2,1,1,0 05-28~4,0,0,0,0 08-10~2,0,0,0,0 07-03~3,1,1,1,0 06-20~1,0,0,0,0 08-18~1,0,0,0,0 07-12~3,1,0,0,0 05-11~2,1,0,0,0 08-04~2,1,0,0,0 05-01~3,1,0,0,0 07-08~4,0,0,0,0 06-10~1,0,0,0,0 06-14~2,1,1,0,0 07-22~3,1,1,0,0 05-27~3,0,0,0,0 06-16~2,0,0,0,0 06-24~1,0,0,0,0 08-28~2,0,0,0,0
85845583_383562|2026-05~4,4,3,1,0 05-30~1,1,0,0,0 all~4,4,3,1,0 05-21~2,2,2,1,0 05-22~1,1,1,0,0
86046786_483549|05-29~1,0,0,0,0 08-15~1,0,0,0,0 05-12~3,1,0,0,0 06-02~1,0,0,0,0 05-30~1,0,0,0,0 08-04~1,1,0,0,0 08-07~1,0,0,0,0 06-06~1,0,0,0,0 09-01~3,0,0,0,0 08-19~1,0,0,0,0 08-30~1,0,0,0,0 08-10~1,0,0,0,0 08-20~1,0,0,0,0 08-18~1,0,0,0,0 08-31~2,1,1,1,0 06-05~1,0,0,0,0 06-10~1,0,0,0,0 2026-07~4,0,0,0,0 08-26~1,0,0,0,0 05-11~1,0,0,0,0 09-02~1,0,0,0,0 08-25~1,0,0,0,0 05-05~2,0,0,0,0 05-19~1,0,0,0,0 08-08~1,0,0,0,0 05-31~2,0,0,0,0 06-18~1,0,0,0,0 05-21~1,0,0,0,0 05-24~1,0,0,0,0 08-12~2,1,0,0,0 06-01~2,0,0,0,0 07-19~1,0,0,0,0 06-21~2,1,1,0,0 05-03~1,0,0,0,0 2026-08~5,3,2,2,1 08-14~1,0,0,0,0 08-11~2,0,0,0,0 05-15~1,0,0,0,0 06-15~1,0,0,0,0 08-06~1,1,1,1,1 2026-05~19,4,0,0,0 05-20~1,1,0,0,0 06-19~1,0,0,0,0 2026-09M~3,0,0,0,0 06-03~2,0,0,0,0 06-07~2,0,0,0,0 08-16~1,0,0,0,0 2026-06~12,2,2,1,0 07-03~1,0,0,0,0 05-17~1,1,0,0,0 08-09~1,0,0,0,0 2026-06M~2,0,0,0,0 08-28~1,0,0,0,0 07-10~1,0,0,0,0 06-08~1,0,0,0,0 05-13~2,1,0,0,0 2026-09~3,0,0,0,0 all~42,9,4,3,1 05-16~2,0,0,0,0 06-17~2,1,1,1,0 08-27~1,0,0,0,0 08-29~1,0,0,0,0 07-17~1,0,0,0,0 08-24~1,0,0,0,0 08-13~1,0,0,0,0 05-09~2,0,0,0,0 06-23~1,0,0,0,0
86046786_501383|08-31~2,2,2,0,0 2026-09~9,8,7,3,0 06-24~1,0,0,0,0 08-13~15,15,7,5,0 08-14~10,10,7,3,1 07-17~2,1,0,0,0 07-30~5,5,2,1,0 06-13~1,0,0,0,0 09-02~4,3,3,1,0 07-14~2,0,0,0,0 08-10~42,27,5,2,0 08-17~24,20,5,2,0 08-26~44,35,5,2,0 07-29~16,12,6,1,0 08-15~30,28,11,6,1 2026-06M~1,0,0,0,0 07-06~2,1,0,0,0 2026-09M~9,8,7,3,0 08-12~15,14,5,2,0 2026-06~1,0,0,0,0 08-27~10,9,6,1,0 08-04~18,16,10,7,0 08-02~14,13,7,1,0 08-25~41,28,5,1,0 08-07~11,9,9,3,0 08-01~8,7,7,3,0 07-25~14,13,7,1,0 08-20~34,32,11,4,0 07-28~14,12,7,4,0 06-22~1,0,0,0,0 08-24~27,18,5,3,0 07-31~11,11,6,3,0 08-05~17,17,9,4,0 08-16~30,28,13,7,0 06-23~1,0,0,0,0 08-03~17,15,7,3,1 07-08~4,3,0,0,0 07-10~1,1,0,0,0 2026-08~566,510,202,93,4 07-24~13,13,7,4,0 08-08~11,10,4,2,0 08-09~27,25,9,3,0 07-15~2,2,2,1,0 2026-07~117,111,59,28,0 07-27~10,10,7,4,0 08-11~15,14,7,4,0 08-23~37,31,6,4,0 08-22~21,20,9,5,0 07-18~2,2,0,0,0 06-12~1,0,0,0,0 08-18~14,14,5,3,0 07-22~3,3,0,0,0 07-26~15,15,8,5,0 08-21~23,18,8,2,0 07-09~1,1,0,0,0 08-29~4,4,2,0,0 07-04~1,0,0,0,0 07-23~11,11,7,2,0 06-02~1,0,0,0,0 06-21~1,0,0,0,0 all~684,626,268,126,4 2026-08M~22,20,14,4,0 08-28~7,5,3,2,0 08-19~31,25,8,4,0 09-01~5,5,4,2,0 08-06~15,13,6,4,0
86046786_503972|08-11~1,1,1,1,1 08-17~1,1,0,0,0 08-15~2,1,0,0,0 2026-09M~10,0,0,0,0 09-02~7,0,0,0,0 08-12~1,0,0,0,0 08-21~1,0,0,0,0 08-29~2,0,0,0,0 all~30,17,7,4,1 08-14~3,2,0,0,0 2026-08~20,17,7,4,1 08-05~2,2,1,0,0 2026-09~10,0,0,0,0 08-16~1,1,0,0,0 09-01~3,0,0,0,0 08-19~1,1,1,1,0 08-24~3,3,1,1,0 08-28~1,0,0,0,0 08-13~1,0,0,0,0 08-18~5,5,3,1,0
86287309_390209|all~12,10,4,3,0 07-10~1,1,1,0,0 06-26~1,1,0,0,0 2026-05~2,1,1,1,0 06-19~1,1,1,1,0 2026-07~3,3,2,1,0 08-16~1,1,0,0,0 06-22~1,0,0,0,0 08-14~1,1,0,0,0 2026-08~4,4,0,0,0 07-04~1,1,0,0,0 07-07~1,1,1,1,0 05-23~1,1,1,1,0 08-31~1,1,0,0,0 08-06~1,1,0,0,0 2026-06~3,2,1,1,0 05-22~1,0,0,0,0
